date,open,high,low,close,volume
5/17/96,22100,22180,21910,21980,
5/20/96,22250,22400,22010,22030,
5/21/96,22060,22250,21950,22120,
5/22/96,22160,22260,21850,21950,
5/23/96,22060,22060,21640,21840,
5/24/96,21660,21860,21650,21800,
5/27/96,21890,21910,21570,21790,
5/28/96,21870,22070,21830,22050,
5/29/96,21950,22170,21880,22030,
5/30/96,21870,22010,21870,21890,
5/31/96,21910,22090,21910,22010,
6/3/96,21950,22030,21570,21590,
6/4/96,21680,21900,21680,21870,
6/5/96,21960,22020,21780,21850,
6/6/96,22010,22060,21780,21850,
6/7/96,21840,21840,21690,21810,
6/10/96,21720,21790,21650,21700,
6/11/96,21680,21880,21620,21830,
6/12/96,22000,22130,21960,22120,
6/13/96,22080,22200,22080,22080,
6/14/96,22200,22560,22180,22400,
6/17/96,22440,22590,22400,22420,
6/18/96,22460,22520,22380,22470,
6/19/96,22320,22590,22320,22380,
6/20/96,22360,22480,22190,22470,
6/21/96,22650,22670,22510,22590,
6/24/96,22670,22740,22580,22700,
6/25/96,22700,22740,22620,22640,
6/26/96,22660,22800,22640,22710,
6/27/96,22720,22750,22510,22540,
6/28/96,22630,22690,22500,22530,
7/1/96,22630,22650,22460,22520,
7/2/96,22560,22560,22350,22370,
7/3/96,22360,22470,22290,22450,
7/4/96,22430,22430,22270,22340,
7/5/96,22340,22440,22290,22340,
7/8/96,22070,22090,21840,21900,
7/9/96,21940,22000,21870,21980,
7/10/96,22060,22080,21790,21810,
7/11/96,21850,21980,21750,21980,
7/12/96,21620,21760,21600,21700,
7/15/96,21630,21730,21590,21730,
7/16/96,21450,21510,21350,21470,
7/17/96,21580,21590,21340,21460,
7/18/96,21550,21640,21500,21620,
7/19/96,21750,21750,21540,21540,
7/22/96,21550,21560,21010,21010,
7/23/96,20990,21190,20870,21130,
9/2/96,20230,20230,20080,20150,
9/3/96,20040,20320,19930,20250,
9/4/96,20250,20320,20080,20190,
9/5/96,20280,20500,20260,20410,
9/6/96,20260,20320,20130,20250,
9/9/96,20430,20450,20170,20230,
9/10/96,20400,20590,20320,20580,
9/11/96,20550,20610,20440,20580,
9/12/96,20500,20580,20400,20580,
9/13/96,20610,20940,20550,20870,
9/17/96,21230,21400,21200,21340,
9/18/96,21290,21350,21150,21200,
9/19/96,21110,21370,21070,21320,
9/20/96,21280,21340,21130,21180,
9/24/96,21130,21280,21090,21160,
9/25/96,21250,21380,21210,21370,
9/26/96,21550,21650,21530,21550,
9/27/96,21510,21670,21480,21500,
9/30/96,21580,21620,21550,21570,
10/2/96,21560,21570,21440,21510,
10/3/96,21600,21630,21310,21310,
10/4/96,21250,21270,21100,21170,
10/7/96,21190,21200,21070,21200,
10/8/96,21060,21270,21000,21030,
10/9/96,20940,21010,20890,20910,
12/9/96,20660,20700,20440,20670,
12/10/96,20730,20880,20670,20790,
12/11/96,20700,20770,20510,20570,
12/12/96,20480,20540,20350,20520,
12/13/96,20300,20380,19950,20310,
12/16/96,20450,20450,20310,20420,
12/17/96,20350,20530,20240,20410,
12/18/96,20400,20480,20100,20120,
12/19/96,20030,20160,19650,19660,
12/20/96,19760,19820,19540,19590,
12/24/96,19650,19680,19230,19250,
12/25/96,19300,19550,19230,19530,
12/26/96,19520,19520,18800,19270,
12/27/96,19330,19450,19150,19400,
1/6/97,19270,19520,19150,19490,
1/7/97,19430,19460,18860,18880,
1/8/97,18940,19020,18580,18720,
1/9/97,18600,18770,18100,18150,
1/10/97,18170,18170,17150,17150,
1/13/97,17200,18150,17000,18130,
1/14/97,17470,18160,17470,18010,
1/16/97,18070,18300,17960,18120,
1/17/97,18000,18380,17940,18130,
1/20/97,18070,18120,17170,17460,
1/21/97,17350,17590,17240,17330,
1/22/97,17630,18120,17560,18060,
1/23/97,17950,18160,17850,17910,
1/24/97,17790,17830,17520,17660,
2/24/97,19090,19220,18850,18860,
2/25/97,18840,19140,18820,19120,
2/26/97,19180,19250,18900,19030,
2/27/97,18910,19030,18870,18990,
2/28/97,18930,18950,18530,18570,
3/6/97,18420,18450,17970,18020,
3/10/97,18100,18150,17910,18080,
3/11/97,18200,18270,18090,18210,
3/12/97,18210,18310,17990,18310,
3/13/97,18040,18100,17850,17860,
3/14/97,17500,17920,17480,17830,
3/17/97,17930,18060,17810,18060,
3/18/97,18080,18420,18050,18400,
3/19/97,18480,18520,18330,18430,
3/21/97,18430,18600,18350,18590,
3/24/97,18700,18750,18090,18090,
3/25/97,18200,18510,18170,18440,
3/26/97,18470,18520,18210,18440,
3/27/97,18560,18560,18010,18190,
3/28/97,18190,18240,18060,18210,
3/31/97,18090,18230,17780,17850,
4/1/97,17610,17870,17530,17850,
4/2/97,17850,18050,17710,18050,
4/3/97,17950,18180,17950,18080,
4/4/97,18070,18090,17750,17850,
4/7/97,17910,18020,17640,17650,
4/8/97,17750,18080,17600,18040,
4/9/97,17980,18030,17680,17710,
4/10/97,17890,17970,17480,17490,
4/11/97,17550,17910,17460,17830,
4/14/97,17710,17820,17560,17640,
4/15/97,17820,18000,17770,17960,
4/16/97,18060,18110,17980,18040,
4/17/97,18060,18130,17970,18080,
4/18/97,18170,18410,18060,18400,
4/21/97,18450,18580,18390,18580,
4/22/97,18520,18760,18460,18550,
4/23/97,18790,18860,18650,18770,
4/24/97,18700,18960,18660,18700,
4/25/97,18580,18840,18560,18630,
4/28/97,18660,18680,18530,18650,
4/30/97,18890,19250,18880,19250,
5/1/97,19370,19640,19220,19300,
5/2/97,19240,19560,19210,19530,
5/6/97,20100,20270,20030,20190,
5/7/97,20070,20300,20030,20080,
5/8/97,19990,20140,19950,20060,
5/9/97,20150,20210,19780,19830,
5/12/97,19710,20190,19570,20190,
5/13/97,20290,20490,20130,20180,
5/14/97,20110,20250,20040,20240,
5/15/97,20140,20210,19890,20060,
5/16/97,20150,20400,20140,20370,
5/19/97,20260,20600,20250,20550,
5/20/97,20470,20650,20270,20340,
5/21/97,20300,20350,19780,19820,
5/22/97,19860,19960,19690,19850,
5/23/97,19950,20140,19870,20030,
5/26/97,20100,20160,19960,20150,
5/27/97,20110,20190,19850,19860,
5/28/97,19980,20400,19940,20400,
5/29/97,20310,20390,20120,20310,
5/30/97,20340,20450,20080,20140,
6/2/97,20050,20470,20050,20440,
6/3/97,20430,20700,20430,20560,
6/4/97,20520,20750,20520,20550,
6/5/97,20600,20680,20420,20470,
6/6/97,20510,20570,20380,20500,
6/9/97,20540,20580,20250,20270,
6/10/97,20300,20610,20260,20600,
6/11/97,20510,20650,20270,20310,
6/12/97,20490,20720,20430,20580,
6/13/97,20800,20860,20500,20590,
6/16/97,20750,20830,20620,20820,
6/17/97,20760,20810,20600,20600,
6/18/97,20690,20690,20440,20580,
6/19/97,20510,20640,20410,20440,
6/20/97,20530,20570,20380,20470,
6/23/97,20530,20580,20410,20410,
6/24/97,20300,20400,20230,20370,
6/25/97,20580,20810,20520,20760,
6/26/97,20820,20940,20670,20700,
6/27/97,20710,20790,20540,20570,
6/30/97,20620,20690,20520,20570,
7/1/97,20530,20560,20110,20100,
7/2/97,20250,20280,19990,20220,
7/3/97,20290,20290,20080,20170,
7/4/97,20080,20150,19890,19910,
7/7/97,19930,19930,19710,19770,
7/8/97,19770,19970,19750,19920,
7/9/97,19920,19960,19500,19700,
7/10/97,19710,19840,19610,19780,
7/11/97,19820,19880,19660,19840,
7/14/97,19980,20240,19960,20240,
7/15/97,20250,20270,20050,20070,
7/16/97,20200,20490,20190,20430,
7/17/97,20520,20640,20380,20550,
7/18/97,20400,20580,20270,20280,
7/22/97,20260,20320,20080,20180,
7/23/97,20300,20350,20020,20130,
7/24/97,20210,20340,20150,20330,
7/25/97,20360,20440,20290,20420,
7/28/97,20450,20620,20440,20580,
7/29/97,20670,20680,20360,20400,
7/30/97,20400,20430,20170,20220,
7/31/97,20250,20330,20050,20330,
8/1/97,20250,20290,19750,19800,
8/4/97,19800,19930,19490,19790,
8/5/97,19710,19770,19340,19440,
8/6/97,19550,19770,19250,19750,
8/7/97,19720,19780,19370,19370,
8/8/97,19310,19690,19260,19680,
8/11/97,19290,19400,18760,18780,
8/12/97,18950,19250,18910,19100,
8/13/97,18900,19120,18800,19030,
8/14/97,19080,19290,18970,19280,
8/15/97,19400,19460,19300,19440,
8/18/97,19070,19080,18800,19000,
8/19/97,19240,19250,18790,18930,
8/20/97,18870,19290,18860,19200,
8/21/97,19350,19350,19090,19100,
8/22/97,18990,19020,18550,18610,
8/25/97,18730,18730,18530,18640,
8/26/97,18590,18850,18500,18760,
8/27/97,18620,18680,18370,18460,
8/28/97,18460,18590,18370,18400,
8/29/97,18160,18280,17990,18180,
9/1/97,18200,18250,17860,17860,
9/2/97,17980,18230,17950,18190,
9/3/97,18400,18760,18400,18720,
9/4/97,18600,18690,18520,18580,
9/5/97,18520,18680,18420,18620,
9/8/97,18640,18780,18600,18630,
9/9/97,18600,18740,18510,18730,
9/10/97,18610,18750,18590,18740,
9/11/97,18680,18680,18190,18280,
9/15/97,18060,18100,17750,17770,
9/16/97,17890,17970,17820,17960,
9/17/97,18170,18190,17520,17610,
9/18/97,17600,17990,17600,17990,
9/19/97,17930,18080,17730,18030,
9/24/97,18240,18420,18100,18420,
9/25/97,18420,18470,18190,18280,
9/26/97,18340,18390,17900,17930,
9/29/97,17900,17990,17680,17960,
9/30/97,17960,18080,17750,17750,
10/1/97,17570,17940,17530,17810,
10/2/97,17800,17820,17380,17500,
10/6/97,17600,17850,17580,17820,
10/7/97,17810,17870,17450,17510,
10/8/97,17570,17750,17530,17660,
10/9/97,17540,17620,17310,17440,
10/13/97,17320,17320,17120,17210,
10/14/97,17230,17440,16940,17420,
10/15/97,17360,17480,17170,17220,
10/16/97,17290,17800,17160,17760,
10/17/97,17450,17590,17360,17450,
11/4/97,16570,16620,16360,16460,
11/5/97,16520,16550,16250,16440,
11/6/97,16410,16630,16390,16430,
11/7/97,16180,16200,15780,15810,
11/10/97,15690,15950,15540,15730,
11/11/97,15670,15870,15640,15840,
11/12/97,15870,15900,15260,15300,
11/17/97,15260,16040,15230,16040,
11/18/97,16160,17040,16070,16790,
11/19/97,16300,16370,15820,15850,
11/20/97,15970,16480,15800,16430,
11/21/97,16610,16850,16520,16840,
11/25/97,15900,16140,15840,15840,
11/26/97,16100,16370,15980,16110,
11/27/97,16290,16730,16210,16700,
11/28/97,16780,16830,16640,16690,
11/29/97,16740,16900,16670,16840,
11/30/97,16680,16700,16270,16380,
12/2/97,16940,17110,16860,16900,
12/3/97,16800,16850,16570,16640,
12/4/97,16600,16630,16260,16390,
12/5/97,16420,16640,16350,16460,
12/9/97,16430,16740,16430,16710,
12/10/97,16700,16700,16400,16520,
12/11/97,16280,16370,15980,16070,
12/12/97,16220,16240,15720,15950,
12/13/97,15090,15560,15050,15470,
12/14/97,15190,15360,14960,15040,
12/15/97,15890,15960,15630,15950,
12/16/97,15900,16190,15810,15970,
12/17/97,16090,16860,15770,16520,
12/18/97,16400,16460,16090,16090,
12/19/97,15610,15660,15090,15240,
12/22/97,15180,15260,14470,14690,
12/24/97,14750,15090,14630,15050,
12/25/97,14950,15780,14920,15300,
12/26/97,15300,15450,14720,14750,
12/29/97,14810,14850,14440,14760,
1/5/98,15300,15330,14890,15010,
1/6/98,15070,15070,14660,14900,
1/7/98,14840,15040,14810,14980,
1/8/98,15000,15640,14990,15000,
1/9/98,14760,15120,14730,15080,
1/13/98,14830,14920,14580,14790,
1/14/98,15070,15180,14980,15140,
1/16/98,15400,16130,15380,16050,
1/19/98,16470,16530,16220,16220,
1/20/98,16160,16470,16080,16380,
1/21/98,16680,16800,16560,16730,
1/22/98,16650,16750,16500,16520,
1/23/98,16520,16870,16510,16820,
1/26/98,16970,17420,16970,17030,
1/27/98,16970,17170,16900,17040,
1/28/98,17230,17270,16960,16990,
1/29/98,17110,17140,16940,17060,
1/30/98,16910,16940,16630,16660,
2/2/98,16840,16950,16690,16840,
2/3/98,17200,17240,16970,17050,
2/4/98,17100,17110,16850,16970,
2/5/98,16850,17090,16820,17090,
2/6/98,17080,17170,16990,17130,
2/9/98,17190,17210,17050,17190,
2/12/98,17240,17270,17080,17130,
2/13/98,17070,17120,16700,16720,
2/16/98,16720,16780,16570,16770,
2/17/98,16680,16830,16530,16830,
2/18/98,16750,16890,16640,16680,
2/20/98,16640,16830,16500,16750,
2/23/98,16690,16720,16580,16590,
2/24/98,16590,16610,16120,16160,
2/25/98,16150,16390,15910,16330,
2/26/98,16340,16560,16250,16510,
2/27/98,16690,16920,16640,16920,
3/2/98,17150,17300,17140,17220,
3/3/98,17100,17320,17080,17110,
3/6/98,16950,17220,16870,17170,
3/9/98,17310,17400,16950,16970,
3/10/98,17040,17100,16920,16990,
3/11/98,16870,16930,16750,16780,
3/12/98,16610,16770,16550,16570,
3/13/98,16580,17120,16470,17010,
3/16/98,16950,17010,16720,16810,
3/17/98,16870,17050,16790,16950,
3/18/98,17030,17030,16450,16550,
3/19/98,16590,16730,16530,16690,
3/20/98,16490,16860,16390,16830,
3/23/98,16980,17030,16730,16820,
3/24/98,16710,16720,16490,16590,
3/25/98,16610,16930,16460,16460,
3/26/98,17000,17120,16870,16870,
3/27/98,17090,17110,16760,16860,
3/30/98,16920,17090,16100,16130,
3/31/98,16290,16560,16200,16300,
4/1/98,16240,16420,16110,16210,
4/2/98,16090,16190,15650,15780,
4/3/98,15850,15950,15460,15520,
4/6/98,15700,15770,15480,15750,
4/7/98,15730,16070,15590,16030,
4/8/98,16030,16500,15960,16380,
4/10/98,16450,16530,16270,16410,
4/13/98,16390,16430,16290,16330,
4/14/98,16350,16460,16180,16300,
4/15/98,16330,16430,16310,16350,
4/16/98,16390,16450,15800,15850,
4/17/98,15790,15870,15470,15750,
4/20/98,15660,15780,15590,15750,
4/21/98,15770,15940,15590,15800,
4/22/98,15800,15810,15580,15730,
4/23/98,15750,15910,15640,15710,
4/24/98,15870,16220,15820,16020,
4/27/98,15890,15900,15570,15600,
4/30/98,15480,15610,15450,15530,
5/1/98,15600,15610,15420,15530,
5/6/98,15420,15420,15060,15170,
5/7/98,15110,15240,14970,15150,
5/8/98,15090,15200,15030,15140,
5/11/98,15230,15410,15230,15360,
5/12/98,15420,15420,15240,15260,
5/13/98,15180,15330,15120,15330,
5/14/98,15270,15410,15210,15210,
5/15/98,15170,15370,15140,15230,
5/18/98,15210,15400,15030,15390,
5/19/98,15330,15690,15280,15660,
5/20/98,15640,15750,15540,15590,
5/21/98,15750,15980,15740,15870,
5/22/98,15930,15940,15700,15740,
5/25/98,15760,15820,15700,15800,
5/26/98,15750,15920,15730,15880,
5/27/98,15780,15800,15520,15600,
5/28/98,15680,15900,15650,15760,
5/29/98,15640,15780,15570,15700,
6/1/98,15640,15700,15280,15330,
6/2/98,15370,15510,15310,15410,
6/3/98,15470,15480,15220,15310,
6/4/98,15280,15530,15250,15420,
6/5/98,15390,15390,15240,15310,
6/8/98,15300,15330,15230,15320,
6/9/98,15280,15520,15260,15490,
6/10/98,15450,15460,15280,15340,
6/11/98,15250,15270,14980,15020,
6/12/98,14860,15020,14750,14950,
6/15/98,14840,14920,14720,14730,
6/16/98,14600,14890,14560,14660,
6/17/98,14840,14850,14630,14800,
6/18/98,15500,15500,15280,15450,
6/19/98,15270,15350,15180,15280,
6/22/98,15220,15420,15220,15270,
6/23/98,15280,15290,15000,15050,
6/24/98,15090,15220,14960,15060,
6/25/98,15100,15180,15040,15090,
6/26/98,15000,15250,14900,15230,
6/29/98,15200,15390,15160,15390,
6/30/98,15470,15790,15440,15650,
7/1/98,15830,16350,15700,16350,
7/2/98,16650,16780,16380,16400,
7/3/98,16290,16630,16260,16500,
7/6/98,16360,16470,16320,16400,
7/7/98,16440,16530,16360,16480,
7/8/98,16590,16640,16490,16510,
7/9/98,16510,16510,16340,16420,
7/10/98,16400,16540,16000,16050,
7/13/98,15750,16340,15710,16310,
7/14/98,16360,16460,16280,16450,
7/15/98,16550,16570,16390,16520,
7/16/98,16580,16730,16450,16610,
7/17/98,16660,16670,16520,16570,
7/21/98,16630,16680,16340,16480,
7/22/98,16360,16420,16200,16210,
7/23/98,16150,16300,16100,16110,
7/24/98,16010,16370,16010,16270,
7/27/98,16210,16270,15860,15900,
7/28/98,15950,16170,15900,16080,
7/29/98,16020,16260,16000,16170,
7/31/98,16300,16390,16270,16360,
8/3/98,16320,16320,16050,16100,
8/4/98,16000,16160,15930,15930,
8/5/98,15970,16010,15760,15940,
8/6/98,16010,16020,15790,15830,
8/7/98,15900,16020,15760,15800,
8/10/98,15750,15750,15540,15550,
8/11/98,15520,15600,15260,15350,
8/12/98,15280,15500,15270,15410,
8/13/98,15420,15480,15200,15340,
8/14/98,15320,15340,15000,15050,
8/17/98,15110,15120,14580,14720,
8/18/98,14900,15090,14790,15040,
8/19/98,15160,15400,15120,15390,
8/20/98,15350,15400,15180,15390,
8/24/98,15210,15380,15180,15240,
8/24/98,14940,15040,14810,15020,
8/25/98,15120,15220,15040,15070,
8/26/98,15010,15050,14800,14850,
8/27/98,14710,14720,14320,14440,
8/28/98,13840,14130,13730,13740,
8/31/98,13920,14220,13810,14070,
9/1/98,13590,14430,13590,14410,
9/2/98,14350,14590,14220,14360,
9/3/98,14410,14410,14180,14200,
9/4/98,14050,14160,13980,14010,
9/7/98,13950,14960,13880,14930,
9/8/98,14870,15310,14830,14870,
9/9/98,14990,15130,14620,14710,
9/10/98,14770,14920,14520,14600,
9/11/98,14360,14360,13570,13720,
9/14/98,13920,14350,13710,14320,
9/16/98,14260,14350,14060,14070,
9/17/98,14130,14220,13690,13800,
9/18/98,13680,13960,13600,13950,
9/21/98,13600,13730,13460,13490,
9/22/98,13550,13830,13440,13800,
9/24/98,14100,14250,13940,14240,
9/25/98,13940,13950,13640,13780,
9/28/98,13670,14120,13640,13950,
9/29/98,13900,13950,13540,13770,
9/30/98,13900,13940,13350,13350,
10/1/98,13350,13560,12980,13150,
10/2/98,13030,13310,12980,13260,
10/5/98,13170,13200,12880,12950,
10/6/98,12950,13240,12940,12940,
10/7/98,13360,13870,13210,13810,
10/8/98,13690,13690,12920,12990,
10/9/98,12780,13320,12780,12870,
10/12/98,13260,13600,13220,13460,
10/13/98,13560,13610,13240,13290,
10/14/98,13230,13470,13060,13140,
10/15/98,13200,13230,12920,12980,
10/16/98,13270,13320,13130,13230,
10/19/98,13290,13810,13270,13540,
10/20/98,13540,13910,13490,13910,
10/21/98,14180,14410,14160,14270,
10/22/98,14570,14800,14280,14300,
10/23/98,14400,14530,14090,14100,
10/26/98,13950,14030,13810,13880,
10/27/98,13840,14090,13760,13860,
10/28/98,13810,13930,13510,13560,
10/29/98,13620,13750,13440,13720,
10/30/98,13840,13880,13450,13550,
11/2/98,13760,14000,13680,14000,
11/4/98,14420,14520,14320,14450,
11/5/98,14600,14600,14190,14260,
11/6/98,14300,14320,14140,14190,
11/9/98,14240,14370,14070,14230,
11/10/98,14210,14290,14060,14110,
11/11/98,14110,14480,14070,14480,
11/12/98,14360,14440,14080,14120,
11/13/98,14150,14370,13980,14320,
11/16/98,14430,14480,14200,14450,
11/17/98,14500,14510,14270,14360,
11/18/98,14380,14720,14350,14470,
11/19/98,14500,14660,14300,14360,
11/20/98,14540,14830,14540,14800,
11/24/98,15060,15190,14910,15130,
11/25/98,15000,15130,14930,15070,
11/26/98,15110,15190,15040,15160,
11/27/98,15100,15340,15060,15170,
11/30/98,15110,15180,14880,14940,
12/1/98,14820,14940,14780,14890,
12/2/98,14890,15030,14770,14980,
12/3/98,14820,14860,14580,14700,
12/4/98,14640,14670,14540,14640,
12/7/98,14760,14800,14670,14760,
12/8/98,14770,14930,14760,14760,
12/9/98,14700,15000,14680,14990,
12/10/98,14940,15030,14750,14760,
12/11/98,14460,14460,14460,14460,
12/14/98,14300,14320,14100,14120,
12/15/98,14070,14210,13940,14000,
12/16/98,14120,14150,14000,14110,
12/17/98,14060,14180,13900,14140,
12/18/98,14080,14280,14070,14190,
12/21/98,14080,14140,14000,14000,
12/22/98,14150,14170,13670,13680,
12/24/98,13740,13760,13630,13760,
12/25/98,13780,13930,13780,13900,
12/28/98,13880,13880,13670,13700,
12/29/98,13750,13870,13640,13860,
12/30/98,13810,13900,13700,13700,
1/4/99,13520,13570,13350,13390,
1/5/99,13390,13420,13090,13190,
1/6/99,13310,13540,13200,13500,
1/7/99,13800,13860,13480,13500,
1/8/99,13500,13500,13300,13320,
1/11/99,13260,13470,13200,13440,
1/12/99,13200,13550,13200,13380,
1/13/99,13420,13460,13290,13440,
1/14/99,13380,13750,13350,13700,
1/18/99,13820,13950,13730,13790,
1/19/99,13870,13890,13750,13820,
1/20/99,13800,14010,13740,13980,
1/21/99,14040,14360,13990,14300,
1/22/99,14280,14420,14090,14130,
1/25/99,14140,14270,14070,14150,
1/26/99,14300,14520,14290,14350,
1/27/99,14400,14550,14390,14420,
1/28/99,14480,14540,14250,14250,
1/29/99,14540,14640,14440,14630,
2/1/99,14570,14670,14350,14480,
2/2/99,14480,14480,14270,14300,
2/3/99,14200,14220,14080,14220,
2/4/99,14200,14270,13910,14150,
2/5/99,13970,14040,13750,13790,
2/8/99,13910,14050,13760,14010,
2/9/99,14010,14020,13860,13860,
2/10/99,13840,13990,13790,13960,
2/12/99,14000,14080,13880,13970,
2/15/99,14030,14120,13990,14030,
2/16/99,14150,14370,14150,14230,
2/17/99,14410,14420,14150,14150,
2/18/99,14150,14170,14040,14090,
2/19/99,14150,14190,14040,14110,
2/22/99,14190,14320,14100,14320,
2/23/99,14320,14490,14290,14430,
2/24/99,14490,14530,14300,14330,
2/25/99,14390,14520,14360,14510,
2/26/99,14450,14500,14380,14400,
3/1/99,14450,14480,14270,14300,
3/2/99,14300,14320,13900,13910,
3/3/99,13930,14180,13910,14160,
3/4/99,14220,14240,14110,14200,
3/5/99,14320,14920,14310,14850,
3/8/99,14960,15140,14760,14770,
3/9/99,14950,15120,14870,15080,
3/10/99,15180,15490,15150,15430,
3/11/99,15490,15870,15410,15540,
3/12/99,15700,15730,15320,15470,
3/15/99,15470,15790,15320,15770,
3/16/99,15590,15970,15490,15880,
3/17/99,16000,16230,15910,16160,
3/18/99,16100,16260,15680,15780,
3/19/99,16020,16390,15920,16350,
3/23/99,16290,16350,15880,15980,
3/24/99,15800,15860,15500,15530,
3/25/99,15750,16090,15750,16090,
3/26/99,16210,16210,15900,15980,
3/29/99,16100,16200,15990,16010,
3/30/99,16130,16210,15800,15850,
3/31/99,15790,16050,15650,15750,
4/1/99,15830,16470,15800,16330,
4/2/99,16370,16470,16230,16370,
4/5/99,16340,16650,16230,16380,
4/6/99,16380,16450,16080,16450,
4/7/99,16390,16570,16320,16500,
4/8/99,16560,16870,16460,16780,
4/9/99,17020,17150,16820,16850,
4/12/99,16750,16790,16520,16560,
4/13/99,16700,16870,16640,16740,
4/14/99,16680,16780,16430,16740,
4/15/99,16710,16860,16600,16730,
4/16/99,16850,16990,16740,16790,
4/19/99,16740,16840,16560,16620,
4/20/99,16530,16750,16500,16740,
4/21/99,16750,16770,16420,16430,
4/22/99,16630,16650,16500,16640,
4/23/99,16760,16960,16720,16960,
4/26/99,16940,17150,16890,16990,
4/27/99,17090,17100,16900,16990,
4/28/99,17110,17130,16870,16980,
4/30/99,16980,16990,16720,16730,
5/6/99,16910,17330,16890,17300,
5/7/99,17270,17280,16910,17010,
5/10/99,17060,17100,16920,16980,
5/11/99,16980,16980,16670,16720,
5/12/99,16840,17040,16790,17000,
5/13/99,16890,16970,16780,16930,
5/14/99,16920,16950,16730,16830,
5/17/99,16650,16670,16410,16440,
5/18/99,16440,16580,16280,16410,
5/19/99,16250,16340,16100,16140,
5/20/99,16200,16300,15930,16200,
5/21/99,16250,16310,16140,16290,
5/24/99,16170,16400,16130,16390,
5/25/99,16210,16270,16150,16240,
5/26/99,16090,16340,16060,16200,
5/27/99,16250,16320,15990,16080,
5/28/99,15940,16020,15870,15930,
5/31/99,15980,16090,15890,16060,
6/1/99,16080,16470,16000,16460,
6/2/99,16400,16450,16310,16360,
6/3/99,16370,16400,16120,16190,
6/4/99,16310,16380,16160,16280,
6/7/99,16370,16580,16320,16500,
6/8/99,16500,16580,16460,16570,
6/9/99,16490,16730,16470,16630,
6/10/99,16670,17150,16670,17110,
6/11/99,17130,17500,17030,17060,
6/14/99,17160,17400,17150,17210,
6/15/99,17270,17360,16980,17250,
6/16/99,17340,17370,17140,17180,
6/17/99,17340,17570,17330,17500,
6/18/99,17620,17660,17420,17490,
6/21/99,17570,17760,17520,17730,
6/22/99,17800,17830,17650,17780,
6/23/99,17690,17860,17580,17590,
6/24/99,17600,17700,17520,17670,
6/25/99,17600,17700,17420,17480,
6/28/99,17580,17700,17530,17670,
6/29/99,17710,17840,17640,17840,
6/30/99,17960,17970,17530,17560,
7/1/99,17920,17990,17850,17900,
7/2/99,17990,18080,17870,17990,
7/5/99,18100,18240,18020,18150,
7/6/99,18150,18160,17930,18110,
7/7/99,18110,18150,17930,18000,
7/8/99,18050,18060,17870,17920,
7/9/99,17820,17950,17810,17860,
7/12/99,17860,18260,17830,18240,
7/13/99,18130,18340,18130,18170,
7/14/99,18160,18420,18140,18330,
7/15/99,18370,18440,18240,18440,
7/16/99,18500,18620,18260,18260,
7/19/99,18380,18520,18310,18510,
7/21/99,18250,18350,18160,18240,
7/22/99,18200,18220,17640,17670,
7/23/99,17500,17630,17400,17470,
7/26/99,17500,17650,17460,17460,
7/27/99,17580,17620,17360,17470,
7/28/99,17600,17700,17510,17670,
7/29/99,17710,17980,17650,17960,
7/30/99,17800,17940,17650,17690,
8/2/99,17750,17930,17690,17860,
8/3/99,17810,17980,17570,17930,
8/4/99,17750,17860,17610,17620,
8/5/99,17530,17560,17180,17250,
8/6/99,17310,17310,17020,17110,
8/9/99,17100,17300,17080,17190,
8/10/99,17170,17200,17020,17150,
8/11/99,17140,17370,17070,17190,
8/12/99,17340,17480,17310,17450,
8/13/99,17400,17480,17260,17440,
8/16/99,17630,17970,17630,17850,
8/17/99,17850,17910,17740,17820,
8/18/99,18030,18130,17810,17930,
8/19/99,17750,17990,17660,17970,
8/20/99,18250,18280,18030,18200,
8/23/99,18380,18460,18160,18300,
8/24/99,18300,18410,18050,18100,
8/25/99,18050,18160,17780,17820,
8/26/99,17900,17990,17670,17670,
8/27/99,17680,17820,17560,17680,
8/30/99,17660,17940,17640,17920,
8/31/99,17800,17850,17490,17570,
9/1/99,17570,17820,17540,17770,
9/2/99,17800,17820,17610,17670,
9/3/99,17560,17730,17550,17600,
9/6/99,17820,17860,17750,17790,
9/7/99,17880,17880,17640,17720,
9/8/99,17710,17710,17500,17620,
9/9/99,17900,17910,17710,17770,
9/10/99,17680,17810,17580,17690,
9/13/99,17770,17970,17750,17850,
9/14/99,17750,17800,17550,17590,
9/16/99,17350,17400,16990,17130,
9/17/99,17150,17340,17040,17240,
9/20/99,17460,17620,17450,17570,
9/21/99,17550,17830,17460,17740,
9/22/99,17310,17370,17140,17220,
9/24/99,16920,16960,16600,16720,
9/27/99,16960,17010,16790,16790,
9/28/99,17120,17400,17100,17310,
9/29/99,17350,17350,17080,17250,
9/30/99,17430,17760,17390,17610,
10/1/99,17430,17870,17430,17680,
10/4/99,17730,17900,17660,17770,
10/5/99,17950,18000,17770,17810,
10/6/99,17930,17950,17720,17920,
10/7/99,18140,18220,18040,18090,
10/8/99,18030,18160,17920,18140,
10/12/99,18110,18220,18060,18130,
10/13/99,17980,18030,17770,17820,
10/14/99,17850,17950,17690,17890,
10/15/99,17830,17830,17520,17600,
10/18/99,17420,17470,17200,17330,
10/19/99,17330,17370,17170,17260,
10/20/99,17450,17550,17380,17520,
10/21/99,17600,17620,17320,17370,
10/22/99,17470,17600,17410,17430,
10/25/99,17550,17800,17500,17680,
10/26/99,17620,17730,17580,17710,
